"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName"
"Best Sound, Recording","Winner",NA,"05-1932",NA,NA,NA,NA,"co0025751","Paramount Publix Corporation"
"Best Sound, Recording",NA,NA,"05-1932",NA,NA,NA,NA,"co0007143","Metro-Goldwyn-Mayer (MGM)"
"Best Sound, Recording",NA,NA,"05-1932",NA,NA,NA,NA,"co0041421","RKO Radio Pictures"
"Best Sound, Recording",NA,NA,"05-1932",NA,NA,NA,NA,"co0152143","Warner Bros.-First National Pictures"
"Best Writing, Adaptation","Winner","Edwin J. Burke","05-1932","tt0021635","Bad Girl","nm0121667","Edwin J. Burke",NA,NA
"Best Writing, Adaptation",NA,"Sidney Howard","05-1932","tt0021622","Arrowsmith","nm0397608","Sidney Howard",NA,NA
"Best Writing, Adaptation",NA,"Percy Heath, Samuel Hoffenstein","05-1932","tt0022835","Dr. Jekyll and Mr. Hyde","nm0372698","Percy Heath",NA,NA
"Best Writing, Adaptation",NA,"Percy Heath, Samuel Hoffenstein","05-1932","tt0022835","Dr. Jekyll and Mr. Hyde","nm0388755","Samuel Hoffenstein",NA,NA
"Best Writing, Original Story","Winner","Frances Marion","05-1932","tt0021730","The Champ","nm0547966","Frances Marion",NA,NA
"Best Writing, Original Story",NA,"Grover Jones, William Slavens McNutt","05-1932","tt0023109","Lady and Gent","nm0428177","Grover Jones",NA,NA
"Best Writing, Original Story",NA,"Grover Jones, William Slavens McNutt","05-1932","tt0023109","Lady and Gent","nm0574112","William Slavens McNutt",NA,NA
"Best Writing, Original Story",NA,"Lucien Hubbard","05-1932","tt0022430","The Star Witness","nm0399203","Lucien Hubbard",NA,NA
"Best Writing, Original Story",NA,"Adela Rogers St. Johns, Jane Murfin","05-1932","tt0023686","What Price Hollywood?","nm0820700","Adela Rogers St. Johns",NA,NA
"Best Writing, Original Story",NA,"Adela Rogers St. Johns, Jane Murfin","05-1932","tt0023686","What Price Hollywood?","nm0613848","Jane Murfin",NA,NA
"Best Actor in a Leading Role","Winner","The Private Life of Henry VIII","06-1934","tt0024473","The Private Life of Henry VIII","nm0001452","Charles Laughton",NA,NA
"Best Actor in a Leading Role",NA,"Berkeley Square","06-1934","tt0023794","Berkeley Square","nm0001366","Leslie Howard",NA,NA
"Best Actor in a Leading Role",NA,"I Am a Fugitive from a Chain Gang","06-1934","tt0023042","I Am a Fugitive from a Chain Gang","nm0612847","Paul Muni",NA,NA
"Best Actress in a Leading Role","Winner","Morning Glory","06-1934","tt0024353","Morning Glory","nm0000031","Katharine Hepburn",NA,NA
"Best Actress in a Leading Role",NA,"Cavalcade","06-1934","tt0023876","Cavalcade","nm0944087","Diana Wynyard",NA,NA
"Best Actress in a Leading Role",NA,"Lady for a Day","06-1934","tt0024240","Lady for a Day","nm0733480","May Robson",NA,NA
"Best Art Direction","Winner","William S. Darling","06-1934","tt0023876","Cavalcade","nm0201419","William S. Darling",NA,NA
"Best Art Direction",NA,"Hans Dreier, Roland Anderson","06-1934","tt0022879","A Farewell to Arms","nm0237417","Hans Dreier",NA,NA
"Best Art Direction",NA,"Hans Dreier, Roland Anderson","06-1934","tt0022879","A Farewell to Arms","nm0027380","Roland Anderson",NA,NA
"Best Art Direction",NA,"Cedric Gibbons","06-1934","tt0024763","When Ladies Meet","nm0316539","Cedric Gibbons",NA,NA
"Best Assistant Director","Winner",NA,"06-1934",NA,NA,"nm0059106",NA,NA,NA
"Best Assistant Director","Winner",NA,"06-1934",NA,NA,"nm0233648",NA,NA,NA
"Best Assistant Director","Winner",NA,"06-1934",NA,NA,"nm0823315",NA,NA,NA
"Best Assistant Director","Winner",NA,"06-1934",NA,NA,"nm0288995",NA,NA,NA
"Best Assistant Director","Winner",NA,"06-1934",NA,NA,"nm0391121",NA,NA,NA
"Best Assistant Director","Winner",NA,"06-1934",NA,NA,"nm0063634",NA,NA,NA
"Best Assistant Director","Winner",NA,"06-1934",NA,NA,"nm0876537",NA,NA,NA
"Best Assistant Director",NA,NA,"06-1934",NA,NA,"nm0020168",NA,NA,NA
"Best Assistant Director",NA,NA,"06-1934",NA,NA,"nm0414797",NA,NA,NA
"Best Assistant Director",NA,NA,"06-1934",NA,NA,"nm0799185",NA,NA,NA
"Best Assistant Director",NA,NA,"06-1934",NA,NA,"nm0453245",NA,NA,NA
"Best Assistant Director",NA,NA,"06-1934",NA,NA,"nm0789719",NA,NA,NA
"Best Assistant Director",NA,NA,"06-1934",NA,NA,"nm0914112",NA,NA,NA
"Best Assistant Director",NA,NA,"06-1934",NA,NA,"nm0568156",NA,NA,NA
"Best Assistant Director",NA,NA,"06-1934",NA,NA,"nm0241338",NA,NA,NA
"Best Assistant Director",NA,NA,"06-1934",NA,NA,"nm0407503",NA,NA,NA
"Best Assistant Director",NA,NA,"06-1934",NA,NA,"nm0110762",NA,NA,NA
"Best Assistant Director",NA,NA,"06-1934",NA,NA,"nm0718614",NA,NA,NA
"Best Cinematography","Winner","Charles Lang","06-1934","tt0022879","A Farewell to Arms","nm0485702","Charles Lang",NA,NA
"Best Cinematography",NA,"George J. Folsey","06-1934","tt0024496","Reunion in Vienna","nm0005706","George J. Folsey",NA,NA
"Best Cinematography",NA,"Karl Struss","06-1934","tt0023470","The Sign of the Cross","nm0835365","Karl Struss",NA,NA
"Best Director","Winner","Cavalcade","06-1934","tt0023876","Cavalcade","nm0515979","Frank Lloyd",NA,NA
"Best Director",NA,"Lady for a Day","06-1934","tt0024240","Lady for a Day","nm0001008","Frank Capra",NA,NA
"Best Director",NA,"Little Women","06-1934","tt0024264","Little Women","nm0002030","George Cukor",NA,NA
"Best Picture","Winner",NA,"06-1934","tt0023876","Cavalcade",NA,NA,NA,NA
"Best Picture",NA,NA,"06-1934","tt0024034","42nd Street",NA,NA,NA,NA
"Best Picture",NA,NA,"06-1934","tt0022879","A Farewell to Arms",NA,NA,NA,NA
"Best Picture",NA,NA,"06-1934","tt0023042","I Am a Fugitive from a Chain Gang",NA,NA,NA,NA
"Best Picture",NA,NA,"06-1934","tt0024240","Lady for a Day",NA,NA,NA,NA
"Best Picture",NA,NA,"06-1934","tt0024264","Little Women",NA,NA,NA,NA
"Best Picture",NA,NA,"06-1934","tt0024548","She Done Him Wrong",NA,NA,NA,NA
"Best Picture",NA,NA,"06-1934","tt0023488","Smilin' Through",NA,NA,NA,NA
"Best Picture",NA,NA,"06-1934","tt0024610","State Fair",NA,NA,NA,NA
"Best Picture",NA,NA,"06-1934","tt0024473","The Private Life of Henry VIII",NA,NA,NA,NA
"Best Short Subject, Cartoons","Winner","Walt Disney","06-1934","tt0024660","Three Little Pigs","nm0000370","Walt Disney",NA,NA
"Best Short Subject, Cartoons",NA,"Walt Disney","06-1934","tt0023854","Building a Building","nm0000370","Walt Disney",NA,NA
"Best Short Subject, Cartoons",NA,"Walter Lantz","06-1934","tt0142655","The Merry Old Soul","nm0487237","Walter Lantz",NA,NA
"Best Short Subject, Comedy","Winner","Lou Brock","06-1934","tt0024580","So This Is Harris","nm0110607","Lou Brock",NA,NA
"Best Short Subject, Comedy",NA,"Lou Brock","06-1934","tt0024467","A Preferred List","nm0110607","Lou Brock",NA,NA
"Best Short Subject, Comedy",NA,"Warren Doane","06-1934","tt0024342","Mister Mugg","nm0229553","Warren Doane",NA,NA
"Best Short Subject, Novelty","Winner","Joe Rock","06-1934","tt0024231","Krakatoa","nm0734169","Joe Rock",NA,NA
"Best Short Subject, Novelty",NA,"Pete Smith","06-1934","tt0024327","Menu","nm0809570","Pete Smith",NA,NA
"Best Short Subject, Novelty",NA,NA,"06-1934","tt0023443","The Sea",NA,NA,NA,NA
"Best Sound, Recording","Winner","Franklin Hansen (sound director)","06-1934","tt0022879","A Farewell to Arms","nm0360630","Franklin Hansen",NA,NA
"Best Sound, Recording",NA,"Nathan Levinson (sound director)","06-1934","tt0024034","42nd Street","nm0506080","Nathan Levinson",NA,NA
"Best Sound, Recording",NA,"Nathan Levinson (sound director)","06-1934","tt0024069","Gold Diggers of 1933","nm0506080","Nathan Levinson",NA,NA
"Best Sound, Recording",NA,"Nathan Levinson (sound director)","06-1934","tt0023042","I Am a Fugitive from a Chain Gang","nm0506080","Nathan Levinson",NA,NA
"Best Writing, Adaptation","Winner","Victor Heerman, Sarah Y. Mason","06-1934","tt0024264","Little Women","nm0373511","Victor Heerman",NA,NA
"Best Writing, Adaptation","Winner","Victor Heerman, Sarah Y. Mason","06-1934","tt0024264","Little Women","nm0556945","Sarah Y. Mason",NA,NA
"Best Writing, Adaptation",NA,"Robert Riskin","06-1934","tt0024240","Lady for a Day","nm0728307","Robert Riskin",NA,NA
"Best Writing, Adaptation",NA,"Paul Green, Sonya Levien","06-1934","tt0024610","State Fair","nm0338233","Paul Green",NA,NA
"Best Writing, Adaptation",NA,"Paul Green, Sonya Levien","06-1934","tt0024610","State Fair","nm0397022","Sonya Levien",NA,NA
"Best Writing, Original Story","Winner","Robert Lord","06-1934","tt0023305","One Way Passage","nm0520501","Robert Lord",NA,NA
"Best Writing, Original Story",NA,"Charles MacArthur","06-1934","tt0023374","Rasputin and the Empress","nm0531269","Charles MacArthur",NA,NA
"Best Writing, Original Story",NA,"Frances Marion","06-1934","tt0024475","The Prizefighter and the Lady","nm0547966","Frances Marion",NA,NA
"Best Actor in a Leading Role","Winner","It Happened One Night","07-1935","tt0025316","It Happened One Night","nm0000022","Clark Gable",NA,NA
"Best Actor in a Leading Role",NA,"The Affairs of Cellini","07-1935","tt0024816","The Affairs of Cellini","nm0604656","Frank Morgan",NA,NA
"Best Actor in a Leading Role",NA,"The Thin Man","07-1935","tt0025878","The Thin Man","nm0001635","William Powell",NA,NA
"Best Actress in a Leading Role","Winner","It Happened One Night","07-1935","tt0025316","It Happened One Night","nm0001055","Claudette Colbert",NA,NA
"Best Actress in a Leading Role",NA,"Of Human Bondage","07-1935","tt0025586","Of Human Bondage","nm0000012","Bette Davis",NA,NA
"Best Actress in a Leading Role",NA,"One Night of Love","07-1935","tt0025601","One Night of Love","nm0601254","Grace Moore",NA,NA
"Best Actress in a Leading Role",NA,"The Barretts of Wimpole Street","07-1935","tt0024865","The Barretts of Wimpole Street","nm0790454","Norma Shearer",NA,NA
"Best Art Direction","Winner","Cedric Gibbons, Fredric Hope","07-1935","tt0025493","The Merry Widow","nm0316539","Cedric Gibbons",NA,NA
"Best Art Direction","Winner","Cedric Gibbons, Fredric Hope","07-1935","tt0025493","The Merry Widow","nm0393978","Fredric Hope",NA,NA
"Best Art Direction",NA,"Richard Day","07-1935","tt0024816","The Affairs of Cellini","nm0206554","Richard Day",NA,NA
"Best Art Direction",NA,"Van Nest Polglase, Carroll Clark","07-1935","tt0025164","The Gay Divorcee","nm0689026","Van Nest Polglase",NA,NA
"Best Art Direction",NA,"Van Nest Polglase, Carroll Clark","07-1935","tt0025164","The Gay Divorcee","nm0163754","Carroll Clark",NA,NA
"Best Assistant Director","Winner","Viva Villa!","07-1935","tt0025948","Viva Villa!","nm0914112","John Waters",NA,NA
"Best Assistant Director",NA,"Cleopatra","07-1935","tt0024991","Cleopatra","nm0851121","Cullen Tate",NA,NA
"Best Assistant Director",NA,"Imitation of Life","07-1935","tt0025301","Imitation of Life","nm0063634","Scott R. Beal",NA,NA
"Best Cinematography","Winner","Victor Milner","07-1935","tt0024991","Cleopatra","nm0005800","Victor Milner",NA,NA
"Best Cinematography",NA,"George J. Folsey","07-1935","tt0025607","Operator 13","nm0005706","George J. Folsey",NA,NA
"Best Cinematography",NA,"Charles Rosher","07-1935","tt0024816","The Affairs of Cellini","nm0003546","Charles Rosher",NA,NA
"Best Director","Winner","It Happened One Night","07-1935","tt0025316","It Happened One Night","nm0001008","Frank Capra",NA,NA
"Best Director",NA,"One Night of Love","07-1935","tt0025601","One Night of Love","nm0006276","Victor Schertzinger",NA,NA
"Best Director",NA,"The Thin Man","07-1935","tt0025878","The Thin Man","nm0886754","W.S. Van Dyke",NA,NA
"Best Film Editing","Winner","Conrad A. Nervig","07-1935","tt0023990","Eskimo","nm0626308","Conrad A. Nervig",NA,NA
"Best Film Editing",NA,"Anne Bauchens","07-1935","tt0024991","Cleopatra","nm0061640","Anne Bauchens",NA,NA
"Best Film Editing",NA,"Gene Milford","07-1935","tt0025601","One Night of Love","nm0587332","Gene Milford",NA,NA
"Best Music, Original Song","Winner","Con Conrad (music), Herb Magidson (lyrics)","07-1935","tt0025164","The Gay Divorcee","nm0175628","Con Conrad",NA,NA
"Best Music, Original Song","Winner","Con Conrad (music), Herb Magidson (lyrics)","07-1935","tt0025164","The Gay Divorcee","nm0536054","Herb Magidson",NA,NA
"Best Music, Original Song",NA,"Vincent Youmans (music), Edward Eliscu (lyrics), Gus Kahn (lyrics)","07-1935","tt0024025","Flying Down to Rio","nm0949207","Vincent Youmans",NA,NA
"Best Music, Original Song",NA,"Vincent Youmans (music), Edward Eliscu (lyrics), Gus Kahn (lyrics)","07-1935","tt0024025","Flying Down to Rio","nm0253697","Edward Eliscu",NA,NA
"Best Music, Original Song",NA,"Vincent Youmans (music), Edward Eliscu (lyrics), Gus Kahn (lyrics)","07-1935","tt0024025","Flying Down to Rio","nm0006146","Gus Kahn",NA,NA
"Best Music, Original Song",NA,"Ralph Rainger (music), Leo Robin (lyrics)","07-1935","tt0025774","She Loves Me Not","nm0006247","Ralph Rainger",NA,NA
"Best Music, Original Song",NA,"Ralph Rainger (music), Leo Robin (lyrics)","07-1935","tt0025774","She Loves Me Not","nm0732209","Leo Robin",NA,NA
"Best Music, Score","Winner","Louis Silvers (head of department)","07-1935","tt0025601","One Night of Love","nm0799007","Louis Silvers",NA,NA
"Best Music, Score",NA,"Max Steiner (head of department)","07-1935","tt0025164","The Gay Divorcee","nm0000070","Max Steiner",NA,NA
"Best Music, Score",NA,"Max Steiner (head of department)","07-1935","tt0025423","The Lost Patrol","nm0000070","Max Steiner",NA,NA
"Best Picture","Winner",NA,"07-1935","tt0025316","It Happened One Night",NA,NA,NA,NA
"Best Picture",NA,NA,"07-1935","tt0024991","Cleopatra",NA,NA,NA,NA
"Best Picture",NA,NA,"07-1935","tt0025124","Flirtation Walk",NA,NA,NA,NA
"Best Picture",NA,NA,"07-1935","tt0025238","Here Comes the Navy",NA,NA,NA,NA
"Best Picture",NA,NA,"07-1935","tt0025301","Imitation of Life",NA,NA,NA,NA
"Best Picture",NA,NA,"07-1935","tt0025601","One Night of Love",NA,NA,NA,NA
"Best Picture",NA,NA,"07-1935","tt0024865","The Barretts of Wimpole Street",NA,NA,NA,NA
"Best Picture",NA,NA,"07-1935","tt0025164","The Gay Divorcee",NA,NA,NA,NA
"Best Picture",NA,NA,"07-1935","tt0025272","The House of Rothschild",NA,NA,NA,NA
"Best Picture",NA,NA,"07-1935","tt0025878","The Thin Man",NA,NA,NA,NA
"Best Picture",NA,NA,"07-1935","tt0025986","The White Parade",NA,NA,NA,NA
"Best Picture",NA,NA,"07-1935","tt0025948","Viva Villa!",NA,NA,NA,NA
"Best Short Subject, Cartoons","Winner","Walt Disney","07-1935","tt0027126","The Tortoise and the Hare","nm0000370","Walt Disney",NA,NA
"Best Short Subject, Cartoons",NA,"Charles Mintz","07-1935","tt0025260","Holiday Land","nm0591762","Charles Mintz",NA,NA
"Best Short Subject, Cartoons",NA,"Walter Lantz","07-1935","tt0025332","Jolly Little Elves","nm0487237","Walter Lantz",NA,NA
"Best Short Subject, Comedy","Winner","Kenneth Macgowan","07-1935","tt0025019","La Cucaracha","nm0532284","Kenneth Macgowan",NA,NA
"Best Short Subject, Comedy",NA,"Jules White","07-1935","tt0025488","Men in Black","nm0925028","Jules White",NA,NA
"Best Short Subject, Comedy",NA,NA,"07-1935","tt0025977","What, No Men?",NA,NA,NA,NA
"Best Short Subject, Novelty","Winner","Horace Woodard, Stacy Woodard","07-1935","tt0024986","City of Wax","nm0940139","Horace Woodard",NA,NA
"Best Short Subject, Novelty","Winner","Horace Woodard, Stacy Woodard","07-1935","tt0024986","City of Wax","nm0940152","Stacy Woodard",NA,NA
"Best Short Subject, Novelty",NA,NA,"07-1935","tt0024909","Bosom Friends",NA,NA,NA,NA
"Best Short Subject, Novelty",NA,"Pete Smith","07-1935","tt0025840","Strikes and Spares","nm0809570","Pete Smith",NA,NA
"Best Sound, Recording","Winner","John P. Livadary (sound director)","07-1935","tt0025601","One Night of Love","nm0515093","John P. Livadary",NA,NA
"Best Sound, Recording",NA,"Franklin Hansen (sound director)","07-1935","tt0024991","Cleopatra","nm0360630","Franklin Hansen",NA,NA
"Best Sound, Recording",NA,"Nathan Levinson (sound director)","07-1935","tt0025124","Flirtation Walk","nm0506080","Nathan Levinson",NA,NA
"Best Sound, Recording",NA,"Theodore Soderberg (sound director)","07-1935","tt0025301","Imitation of Life","nm5119569","Theodore Soderberg",NA,NA
"Best Sound, Recording",NA,"Thomas T. Moulton (sound director)","07-1935","tt0024816","The Affairs of Cellini","nm0609771","Thomas T. Moulton",NA,NA
"Best Sound, Recording",NA,"Carl Dreher (sound director)","07-1935","tt0025164","The Gay Divorcee","nm0237393","Carl Dreher",NA,NA
"Best Sound, Recording",NA,"Edmund H. Hansen (sound director)","07-1935","tt0025986","The White Parade","nm0360770","Edmund H. Hansen",NA,NA
"Best Sound, Recording",NA,"Douglas Shearer (sound director)","07-1935","tt0025948","Viva Villa!","nm0790428","Douglas Shearer",NA,NA
"Best Writing, Adaptation","Winner","Robert Riskin","07-1935","tt0025316","It Happened One Night","nm0728307","Robert Riskin",NA,NA
"Best Writing, Adaptation",NA,"Frances Goodrich, Albert Hackett","07-1935","tt0025878","The Thin Man","nm0329304","Frances Goodrich",NA,NA
"Best Writing, Adaptation",NA,"Frances Goodrich, Albert Hackett","07-1935","tt0025878","The Thin Man","nm0352443","Albert Hackett",NA,NA
"Best Writing, Adaptation",NA,"Ben Hecht","07-1935","tt0025948","Viva Villa!","nm0372942","Ben Hecht",NA,NA
"Best Writing, Original Story","Winner","Arthur Caesar","07-1935","tt0025464","Manhattan Melodrama","nm0128361","Arthur Caesar",NA,NA
"Best Writing, Original Story",NA,"Mauri Grashin","07-1935","tt0025251","Hide-Out","nm0335831","Mauri Grashin",NA,NA
"Best Writing, Original Story",NA,"Norman Krasna","07-1935","tt0025718","The Richest Girl in the World","nm0469915","Norman Krasna",NA,NA
"Best Actor in a Leading Role","Winner","The Informer","08-1936","tt0026529","The Informer","nm0572142","Victor McLaglen",NA,NA
"Best Actor in a Leading Role",NA,"Mutiny on the Bounty","08-1936","tt0026752","Mutiny on the Bounty","nm0001452","Charles Laughton",NA,NA
"Best Actor in a Leading Role",NA,"Mutiny on the Bounty","08-1936","tt0026752","Mutiny on the Bounty","nm0000022","Clark Gable",NA,NA
"Best Actor in a Leading Role",NA,"Mutiny on the Bounty","08-1936","tt0026752","Mutiny on the Bounty","nm0867144","Franchot Tone",NA,NA
"Best Actor in a Leading Role",NA,"Black Fury","08-1936","tt0026121","Black Fury","nm0612847","Paul Muni",NA,NA
"Best Actress in a Leading Role","Winner","Dangerous","08-1936","tt0026261","Dangerous","nm0000012","Bette Davis",NA,NA
"Best Actress in a Leading Role",NA,"Private Worlds","08-1936","tt0026893","Private Worlds","nm0001055","Claudette Colbert",NA,NA
"Best Actress in a Leading Role",NA,"Escape Me Never","08-1936","tt0026320","Escape Me Never","nm0074949","Elisabeth Bergner",NA,NA
"Best Actress in a Leading Role",NA,"Alice Adams","08-1936","tt0026056","Alice Adams","nm0000031","Katharine Hepburn",NA,NA
"Best Actress in a Leading Role",NA,"The Dark Angel","08-1936","tt0026264","The Dark Angel","nm0643353","Merle Oberon",NA,NA
"Best Actress in a Leading Role",NA,"Becky Sharp","08-1936","tt0026104","Becky Sharp","nm0394244","Miriam Hopkins",NA,NA
"Best Art Direction","Winner","Richard Day","08-1936","tt0026264","The Dark Angel","nm0206554","Richard Day",NA,NA
"Best Art Direction",NA,"Hans Dreier, Roland Anderson","08-1936","tt0026643","The Lives of a Bengal Lancer","nm0237417","Hans Dreier",NA,NA
"Best Art Direction",NA,"Hans Dreier, Roland Anderson","08-1936","tt0026643","The Lives of a Bengal Lancer","nm0027380","Roland Anderson",NA,NA
"Best Art Direction",NA,"Carroll Clark, Van Nest Polglase","08-1936","tt0027125","Top Hat","nm0163754","Carroll Clark",NA,NA
"Best Art Direction",NA,"Carroll Clark, Van Nest Polglase","08-1936","tt0027125","Top Hat","nm0689026","Van Nest Polglase",NA,NA
