"AwardCategory","AwardWinner","PrimaryTitle","PrimaryID","SecondaryName.list","AwardCeremony","SecondaryID","SecondaryName","AwardCategory.y"
"Best Achievement in Visual Effects",NA,"Guardians of the Galaxy","title/tt2015381","Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner, Paul Corbould","87-2015","name/nm1000834","Jonathan Fawkner","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"Guardians of the Galaxy","title/tt2015381","Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner, Paul Corbould","87-2015","name/nm0179274","Paul Corbould","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"X-Men: Days of Future Past","title/tt1877832","Richard Stammers, Lou Pecora, Tim Crosbie, Cameron Waldbauer","87-2015","name/nm0821868","Richard Stammers","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"X-Men: Days of Future Past","title/tt1877832","Richard Stammers, Lou Pecora, Tim Crosbie, Cameron Waldbauer","87-2015","name/nm1022027","Lou Pecora","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"X-Men: Days of Future Past","title/tt1877832","Richard Stammers, Lou Pecora, Tim Crosbie, Cameron Waldbauer","87-2015","name/nm0188963","Tim Crosbie","Best Achievement in Visual Effects"
"Best Achievement in Visual Effects",NA,"X-Men: Days of Future Past","title/tt1877832","Richard Stammers, Lou Pecora, Tim Crosbie, Cameron Waldbauer","87-2015","name/nm0907030","Cameron Waldbauer","Best Achievement in Visual Effects"
"Best Short Film, Animated","Winner","Feast","title/tt3689498","Patrick Osborne, Kristina Reed","87-2015","name/nm2444148","Patrick Osborne","Best Short Film, Animated"
"Best Short Film, Animated","Winner","Feast","title/tt3689498","Patrick Osborne, Kristina Reed","87-2015","name/nm0715534","Kristina Reed","Best Short Film, Animated"
"Best Short Film, Animated",NA,"A Single Life","title/tt3838700","Joris Oprins","87-2015","name/nm1977837","Joris Oprins","Best Short Film, Animated"
"Best Short Film, Animated",NA,"Me and My Moulton","title/tt3946086","Torill Kove","87-2015","name/nm0468380","Torill Kove","Best Short Film, Animated"
"Best Short Film, Animated",NA,"The Bigger Picture","title/tt3610188","Daisy Jacobs, Chris Hees","87-2015","name/nm4441366","Daisy Jacobs","Best Short Film, Animated"
"Best Short Film, Animated",NA,"The Bigger Picture","title/tt3610188","Daisy Jacobs, Chris Hees","87-2015","name/nm6372097","Chris Hees","Best Short Film, Animated"
"Best Short Film, Animated",NA,"The Dam Keeper","title/tt3326262","Robert Kondo, Daisuke 'Dice' Tsutsumi","87-2015","name/nm2937142","Robert Kondo","Best Short Film, Animated"
"Best Short Film, Animated",NA,"The Dam Keeper","title/tt3326262","Robert Kondo, Daisuke 'Dice' Tsutsumi","87-2015","name/nm1156606","Daisuke 'Dice' Tsutsumi","Best Short Film, Animated"
"Best Short Film, Live Action","Winner","The Phone Call","title/tt3071532","Mat Kirkby, James Lucas","87-2015","name/nm2375389","Mat Kirkby","Best Short Film, Live Action"
"Best Short Film, Live Action","Winner","The Phone Call","title/tt3071532","Mat Kirkby, James Lucas","87-2015","name/nm5819328","James Lucas","Best Short Film, Live Action"
"Best Short Film, Live Action",NA,"Aya","title/tt2326094","Oded Binnun, Mihal Brezis","87-2015","name/nm1729068","Oded Binnun","Best Short Film, Live Action"
"Best Short Film, Live Action",NA,"Aya","title/tt2326094","Oded Binnun, Mihal Brezis","87-2015","name/nm1729072","Mihal Brezis","Best Short Film, Live Action"
"Best Short Film, Live Action",NA,"Boogaloo and Graham","title/tt3612232","Michael Lennox, Ronan Blaney","87-2015","name/nm3156269","Michael Lennox","Best Short Film, Live Action"
"Best Short Film, Live Action",NA,"Boogaloo and Graham","title/tt3612232","Michael Lennox, Ronan Blaney","87-2015","name/nm3905562","Ronan Blaney","Best Short Film, Live Action"
"Best Short Film, Live Action",NA,"Butter Lamp","title/tt2922078","Wei Hu, Julien FÃ©ret","87-2015","name/nm5130656","Wei Hu","Best Short Film, Live Action"
"Best Short Film, Live Action",NA,"Butter Lamp","title/tt2922078","Wei Hu, Julien FÃ©ret","87-2015","name/nm0299676","Julien FÃ©ret","Best Short Film, Live Action"
"Best Short Film, Live Action",NA,"Parvaneh","title/tt3008010","Talkhon Hamzavi, Stefan Eichenberger","87-2015","name/nm4422449","Talkhon Hamzavi","Best Short Film, Live Action"
"Best Short Film, Live Action",NA,"Parvaneh","title/tt3008010","Talkhon Hamzavi, Stefan Eichenberger","87-2015","name/nm3022531","Stefan Eichenberger","Best Short Film, Live Action"
"Best Documentary, Short Subject","Winner","Crisis Hotline: Veterans Press 1","title/tt3449252","Ellen Goosenberg Kent, Dana Heinz Perry","87-2015","name/nm0329651","Ellen Goosenberg Kent","Best Documentary, Short Subject"
"Best Documentary, Short Subject","Winner","Crisis Hotline: Veterans Press 1","title/tt3449252","Ellen Goosenberg Kent, Dana Heinz Perry","87-2015","name/nm0675017","Dana Heinz Perry","Best Documentary, Short Subject"
"Best Documentary, Short Subject",NA,"Joanna","title/tt2976354","Aneta Kopacz","87-2015","name/nm5098826","Aneta Kopacz","Best Documentary, Short Subject"
"Best Documentary, Short Subject",NA,"Our Curse","title/tt3069992","Tomasz Sliwinski, Maciej Slesicki","87-2015","name/nm4724948","Tomasz Sliwinski","Best Documentary, Short Subject"
"Best Documentary, Short Subject",NA,"Our Curse","title/tt3069992","Tomasz Sliwinski, Maciej Slesicki","87-2015","name/nm0805751","Maciej Slesicki","Best Documentary, Short Subject"
"Best Documentary, Short Subject",NA,"The Reaper","title/tt3438472","Gabriel Serra","87-2015","name/nm4717581","Gabriel Serra","Best Documentary, Short Subject"
"Best Documentary, Short Subject",NA,"White Earth","title/tt3044564","Christian Jensen","87-2015","name/nm2650005","Christian Jensen","Best Documentary, Short Subject"
"Best Documentary, Feature","Winner","Citizenfour","title/tt4044364","Laura Poitras, Mathilde Bonnefoy, Dirk Wilutzky","87-2015","name/nm0688636","Laura Poitras","Best Documentary, Feature"
"Best Documentary, Feature","Winner","Citizenfour","title/tt4044364","Laura Poitras, Mathilde Bonnefoy, Dirk Wilutzky","87-2015","name/nm0094850","Mathilde Bonnefoy","Best Documentary, Feature"
"Best Documentary, Feature","Winner","Citizenfour","title/tt4044364","Laura Poitras, Mathilde Bonnefoy, Dirk Wilutzky","87-2015","name/nm0934406","Dirk Wilutzky","Best Documentary, Feature"
"Best Documentary, Feature",NA,"Finding Vivian Maier","title/tt2714900","John Maloof, Charlie Siskel","87-2015","name/nm5525244","John Maloof","Best Documentary, Feature"
"Best Documentary, Feature",NA,"Finding Vivian Maier","title/tt2714900","John Maloof, Charlie Siskel","87-2015","name/nm0803020","Charlie Siskel","Best Documentary, Feature"
"Best Documentary, Feature",NA,"Last Days in Vietnam","title/tt3279124","Rory Kennedy, Keven McAlester","87-2015","name/nm0448311","Rory Kennedy","Best Documentary, Feature"
"Best Documentary, Feature",NA,"Last Days in Vietnam","title/tt3279124","Rory Kennedy, Keven McAlester","87-2015","name/nm2222778","Keven McAlester","Best Documentary, Feature"
"Best Documentary, Feature",NA,"The Salt of the Earth","title/tt3674140","Wim Wenders, Juliano Ribeiro Salgado, David Rosier","87-2015","name/nm0000694","Wim Wenders","Best Documentary, Feature"
"Best Documentary, Feature",NA,"The Salt of the Earth","title/tt3674140","Wim Wenders, Juliano Ribeiro Salgado, David Rosier","87-2015","name/nm2081382","Juliano Ribeiro Salgado","Best Documentary, Feature"
"Best Documentary, Feature",NA,"The Salt of the Earth","title/tt3674140","Wim Wenders, Juliano Ribeiro Salgado, David Rosier","87-2015","name/nm6514669","David Rosier","Best Documentary, Feature"
"Best Documentary, Feature",NA,"Virunga","title/tt3455224","Orlando von Einsiedel, Joanna Natasegara","87-2015","name/nm3915542","Orlando von Einsiedel","Best Documentary, Feature"
"Best Documentary, Feature",NA,"Virunga","title/tt3455224","Orlando von Einsiedel, Joanna Natasegara","87-2015","name/nm3319085","Joanna Natasegara","Best Documentary, Feature"
"Best Foreign Language Film of the Year","Winner","Ida","title/tt2718492","","87-2015",NA,NA,NA
"Best Foreign Language Film of the Year",NA,"Leviathan","title/tt2802154","","87-2015",NA,NA,NA
"Best Foreign Language Film of the Year",NA,"Tangerines","title/tt2991224","","87-2015",NA,NA,NA
"Best Foreign Language Film of the Year",NA,"Timbuktu","title/tt3409392","","87-2015",NA,NA,NA
"Best Foreign Language Film of the Year",NA,"Wild Tales","title/tt3011894","","87-2015",NA,NA,NA
"Best Animated Feature Film of the Year","Winner","Big Hero 6","title/tt2245084","Don Hall, Chris Williams, Roy Conli","87-2015","name/nm2320658","Don Hall","Best Animated Feature Film of the Year"
"Best Animated Feature Film of the Year","Winner","Big Hero 6","title/tt2245084","Don Hall, Chris Williams, Roy Conli","87-2015","name/nm0930261","Chris Williams","Best Animated Feature Film of the Year"
"Best Animated Feature Film of the Year","Winner","Big Hero 6","title/tt2245084","Don Hall, Chris Williams, Roy Conli","87-2015","name/nm0174807","Roy Conli","Best Animated Feature Film of the Year"
"Best Animated Feature Film of the Year",NA,"How to Train Your Dragon 2","title/tt1646971","Dean DeBlois, Bonnie Arnold","87-2015","name/nm0213450","Dean DeBlois","Best Animated Feature Film of the Year"
"Best Animated Feature Film of the Year",NA,"How to Train Your Dragon 2","title/tt1646971","Dean DeBlois, Bonnie Arnold","87-2015","name/nm0036366","Bonnie Arnold","Best Animated Feature Film of the Year"
"Best Animated Feature Film of the Year",NA,"Song of the Sea","title/tt1865505","Tomm Moore, Paul Young","87-2015","name/nm1119079","Tomm Moore","Best Animated Feature Film of the Year"
"Best Animated Feature Film of the Year",NA,"Song of the Sea","title/tt1865505","Tomm Moore, Paul Young","87-2015","name/nm2727721","Paul Young","Best Animated Feature Film of the Year"
"Best Animated Feature Film of the Year",NA,"The Boxtrolls","title/tt0787474","Anthony Stacchi, Graham Annable, Travis Knight","87-2015","name/nm0820934","Anthony Stacchi","Best Animated Feature Film of the Year"
"Best Animated Feature Film of the Year",NA,"The Boxtrolls","title/tt0787474","Anthony Stacchi, Graham Annable, Travis Knight","87-2015","name/nm0030253","Graham Annable","Best Animated Feature Film of the Year"
"Best Animated Feature Film of the Year",NA,"The Boxtrolls","title/tt0787474","Anthony Stacchi, Graham Annable, Travis Knight","87-2015","name/nm1325899","Travis Knight","Best Animated Feature Film of the Year"
"Best Animated Feature Film of the Year",NA,"The Tale of The Princess Kaguya","title/tt2576852","Isao Takahata, Yoshiaki Nishimura","87-2015","name/nm0847223","Isao Takahata","Best Animated Feature Film of the Year"
"Best Animated Feature Film of the Year",NA,"The Tale of The Princess Kaguya","title/tt2576852","Isao Takahata, Yoshiaki Nishimura","87-2015","name/nm2052679","Yoshiaki Nishimura","Best Animated Feature Film of the Year"
"Best Motion Picture of the Year","Winner","Spotlight","title/tt1895587","Michael Sugar, Steve Golin, Nicole Rocklin, Blye Pagon Faust","88-2016","name/nm0837386","Michael Sugar","Best Motion Picture of the Year"
"Best Motion Picture of the Year","Winner","Spotlight","title/tt1895587","Michael Sugar, Steve Golin, Nicole Rocklin, Blye Pagon Faust","88-2016","name/nm0326512","Steve Golin","Best Motion Picture of the Year"
"Best Motion Picture of the Year","Winner","Spotlight","title/tt1895587","Michael Sugar, Steve Golin, Nicole Rocklin, Blye Pagon Faust","88-2016","name/nm2140746","Nicole Rocklin","Best Motion Picture of the Year"
"Best Motion Picture of the Year","Winner","Spotlight","title/tt1895587","Michael Sugar, Steve Golin, Nicole Rocklin, Blye Pagon Faust","88-2016","name/nm1421308","Blye Pagon Faust","Best Motion Picture of the Year"
"Best Motion Picture of the Year","Winner","Spotlight","title/tt1895587","Michael Sugar, Steve Golin, Nicole Rocklin, Blye Pagon Faust","88-2016","name/nm0326512","Steve Golin","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"Bridge of Spies","title/tt3682448","Steven Spielberg, Marc Platt, Kristie Macosko Krieger","88-2016","name/nm0000229","Steven Spielberg","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"Bridge of Spies","title/tt3682448","Steven Spielberg, Marc Platt, Kristie Macosko Krieger","88-2016","name/nm0686887","Marc Platt","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"Bridge of Spies","title/tt3682448","Steven Spielberg, Marc Platt, Kristie Macosko Krieger","88-2016","name/nm1069736","Kristie Macosko Krieger","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"Brooklyn","title/tt2381111","Finola Dwyer, Amanda Posey","88-2016","name/nm0245493","Finola Dwyer","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"Brooklyn","title/tt2381111","Finola Dwyer, Amanda Posey","88-2016","name/nm0692656","Amanda Posey","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"Mad Max: Fury Road","title/tt1392190","Doug Mitchell, George Miller","88-2016","name/nm0593294","Doug Mitchell","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"Mad Max: Fury Road","title/tt1392190","Doug Mitchell, George Miller","88-2016","name/nm0004306","George Miller","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"Room","title/tt3170832","Ed Guiney","88-2016","name/nm0347384","Ed Guiney","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"The Big Short","title/tt1596363","Brad Pitt, Dede Gardner, Jeremy Kleiner","88-2016","name/nm0000093","Brad Pitt","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"The Big Short","title/tt1596363","Brad Pitt, Dede Gardner, Jeremy Kleiner","88-2016","name/nm0306890","Dede Gardner","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"The Big Short","title/tt1596363","Brad Pitt, Dede Gardner, Jeremy Kleiner","88-2016","name/nm1250070","Jeremy Kleiner","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"The Martian","title/tt3659388","Simon Kinberg, Ridley Scott, Michael Schaefer, Mark Huffam","88-2016","name/nm1334526","Simon Kinberg","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"The Martian","title/tt3659388","Simon Kinberg, Ridley Scott, Michael Schaefer, Mark Huffam","88-2016","name/nm0000631","Ridley Scott","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"The Martian","title/tt3659388","Simon Kinberg, Ridley Scott, Michael Schaefer, Mark Huffam","88-2016","name/nm0769644","Michael Schaefer","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"The Martian","title/tt3659388","Simon Kinberg, Ridley Scott, Michael Schaefer, Mark Huffam","88-2016","name/nm0400240","Mark Huffam","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"The Revenant","title/tt1663202","Arnon Milchan, Steve Golin, Alejandro G. IÃ±Ã¡rritu, Mary Parent, Keith Redmon","88-2016","name/nm0326512","Steve Golin","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"The Revenant","title/tt1663202","Arnon Milchan, Steve Golin, Alejandro G. IÃ±Ã¡rritu, Mary Parent, Keith Redmon","88-2016","name/nm0586969","Arnon Milchan","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"The Revenant","title/tt1663202","Arnon Milchan, Steve Golin, Alejandro G. IÃ±Ã¡rritu, Mary Parent, Keith Redmon","88-2016","name/nm0326512","Steve Golin","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"The Revenant","title/tt1663202","Arnon Milchan, Steve Golin, Alejandro G. IÃ±Ã¡rritu, Mary Parent, Keith Redmon","88-2016","name/nm0327944","Alejandro G. IÃ±Ã¡rritu","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"The Revenant","title/tt1663202","Arnon Milchan, Steve Golin, Alejandro G. IÃ±Ã¡rritu, Mary Parent, Keith Redmon","88-2016","name/nm0661289","Mary Parent","Best Motion Picture of the Year"
"Best Motion Picture of the Year",NA,"The Revenant","title/tt1663202","Arnon Milchan, Steve Golin, Alejandro G. IÃ±Ã¡rritu, Mary Parent, Keith Redmon","88-2016","name/nm2166024","Keith Redmon","Best Motion Picture of the Year"
"Best Performance by an Actor in a Leading Role","Winner","Leonardo DiCaprio","name/nm0000138","The Revenant","88-2016","title/tt1663202","The Revenant","Best Performance by an Actor in a Leading Role"
"Best Performance by an Actor in a Leading Role",NA,"Bryan Cranston","name/nm0186505","Trumbo","88-2016","title/tt3203606","Trumbo","Best Performance by an Actor in a Leading Role"
"Best Performance by an Actor in a Leading Role",NA,"Eddie Redmayne","name/nm1519666","The Danish Girl","88-2016","title/tt0810819","The Danish Girl","Best Performance by an Actor in a Leading Role"
"Best Performance by an Actor in a Leading Role",NA,"Matt Damon","name/nm0000354","The Martian","88-2016","title/tt3659388","The Martian","Best Performance by an Actor in a Leading Role"
"Best Performance by an Actor in a Leading Role",NA,"Michael Fassbender","name/nm1055413","Steve Jobs","88-2016","title/tt2080374","Steve Jobs","Best Performance by an Actor in a Leading Role"
"Best Performance by an Actress in a Leading Role","Winner","Brie Larson","name/nm0488953","Room","88-2016","title/tt3170832","Room","Best Performance by an Actress in a Leading Role"
"Best Performance by an Actress in a Leading Role",NA,"Cate Blanchett","name/nm0000949","Carol","88-2016","title/tt2402927","Carol","Best Performance by an Actress in a Leading Role"
"Best Performance by an Actress in a Leading Role",NA,"Charlotte Rampling","name/nm0001648","45 Years","88-2016","title/tt3544082","45 Years","Best Performance by an Actress in a Leading Role"
"Best Performance by an Actress in a Leading Role",NA,"Jennifer Lawrence","name/nm2225369","Joy","88-2016","title/tt2446980","Joy","Best Performance by an Actress in a Leading Role"
"Best Performance by an Actress in a Leading Role",NA,"Saoirse Ronan","name/nm1519680","Brooklyn","88-2016","title/tt2381111","Brooklyn","Best Performance by an Actress in a Leading Role"
"Best Performance by an Actor in a Supporting Role","Winner","Mark Rylance","name/nm0753314","Bridge of Spies","88-2016","title/tt3682448","Bridge of Spies","Best Performance by an Actor in a Supporting Role"
"Best Performance by an Actor in a Supporting Role",NA,"Christian Bale","name/nm0000288","The Big Short","88-2016","title/tt1596363","The Big Short","Best Performance by an Actor in a Supporting Role"
"Best Performance by an Actor in a Supporting Role",NA,"Mark Ruffalo","name/nm0749263","Spotlight","88-2016","title/tt1895587","Spotlight","Best Performance by an Actor in a Supporting Role"
"Best Performance by an Actor in a Supporting Role",NA,"Sylvester Stallone","name/nm0000230","Creed","88-2016","title/tt3076658","Creed","Best Performance by an Actor in a Supporting Role"
"Best Performance by an Actor in a Supporting Role",NA,"Tom Hardy","name/nm0362766","The Revenant","88-2016","title/tt1663202","The Revenant","Best Performance by an Actor in a Supporting Role"
"Best Performance by an Actress in a Supporting Role","Winner","Alicia Vikander","name/nm2539953","The Danish Girl","88-2016","title/tt0810819","The Danish Girl","Best Performance by an Actress in a Supporting Role"
"Best Performance by an Actress in a Supporting Role",NA,"Jennifer Jason Leigh","name/nm0000492","The Hateful Eight","88-2016","title/tt3460252","The Hateful Eight","Best Performance by an Actress in a Supporting Role"
"Best Performance by an Actress in a Supporting Role",NA,"Kate Winslet","name/nm0000701","Steve Jobs","88-2016","title/tt2080374","Steve Jobs","Best Performance by an Actress in a Supporting Role"
"Best Performance by an Actress in a Supporting Role",NA,"Rachel McAdams","name/nm1046097","Spotlight","88-2016","title/tt1895587","Spotlight","Best Performance by an Actress in a Supporting Role"
"Best Performance by an Actress in a Supporting Role",NA,"Rooney Mara","name/nm1913734","Carol","88-2016","title/tt2402927","Carol","Best Performance by an Actress in a Supporting Role"
"Best Achievement in Directing","Winner","Alejandro G. IÃ±Ã¡rritu","name/nm0327944","The Revenant","88-2016","title/tt1663202","The Revenant","Best Achievement in Directing"
"Best Achievement in Directing",NA,"Adam McKay","name/nm0570912","The Big Short","88-2016","title/tt1596363","The Big Short","Best Achievement in Directing"
"Best Achievement in Directing",NA,"George Miller","name/nm0004306","Mad Max: Fury Road","88-2016","title/tt1392190","Mad Max: Fury Road","Best Achievement in Directing"
"Best Achievement in Directing",NA,"Lenny Abrahamson","name/nm1049433","Room","88-2016","title/tt3170832","Room","Best Achievement in Directing"
"Best Achievement in Directing",NA,"Tom McCarthy","name/nm0565336","Spotlight","88-2016","title/tt1895587","Spotlight","Best Achievement in Directing"
"Best Writing, Original Screenplay","Winner","Spotlight","title/tt1895587","Josh Singer, Tom McCarthy","88-2016","name/nm1802857","Josh Singer","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay","Winner","Spotlight","title/tt1895587","Josh Singer, Tom McCarthy","88-2016","name/nm0565336","Tom McCarthy","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Bridge of Spies","title/tt3682448","Matt Charman, Ethan Coen, Joel Coen","88-2016","name/nm4131020","Matt Charman","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Bridge of Spies","title/tt3682448","Matt Charman, Ethan Coen, Joel Coen","88-2016","name/nm0001053","Ethan Coen","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Bridge of Spies","title/tt3682448","Matt Charman, Ethan Coen, Joel Coen","88-2016","name/nm0001054","Joel Coen","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Ex Machina","title/tt0470752","Alex Garland","88-2016","name/nm0307497","Alex Garland","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Inside Out","title/tt2096673","Pete Docter (screenplay/story), Meg LeFauve (screenplay), Josh Cooley (screenplay), Ronnie Del Carmen (story)","88-2016","name/nm0230032","Pete Docter","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Inside Out","title/tt2096673","Pete Docter (screenplay/story), Meg LeFauve (screenplay), Josh Cooley (screenplay), Ronnie Del Carmen (story)","88-2016","name/nm0498834","Meg LeFauve","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Inside Out","title/tt2096673","Pete Docter (screenplay/story), Meg LeFauve (screenplay), Josh Cooley (screenplay), Ronnie Del Carmen (story)","88-2016","name/nm2155757","Josh Cooley","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Inside Out","title/tt2096673","Pete Docter (screenplay/story), Meg LeFauve (screenplay), Josh Cooley (screenplay), Ronnie Del Carmen (story)","88-2016","name/nm0215455","Ronnie Del Carmen","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Straight Outta Compton","title/tt1398426","Andrea Berloff (screenplay/story), Jonathan Herman (screenplay), S. Leigh Savidge (story), Alan Wenkus (story)","88-2016","name/nm0075696","Andrea Berloff","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Straight Outta Compton","title/tt1398426","Andrea Berloff (screenplay/story), Jonathan Herman (screenplay), S. Leigh Savidge (story), Alan Wenkus (story)","88-2016","name/nm6707680","Jonathan Herman","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Straight Outta Compton","title/tt1398426","Andrea Berloff (screenplay/story), Jonathan Herman (screenplay), S. Leigh Savidge (story), Alan Wenkus (story)","88-2016","name/nm0767655","S. Leigh Savidge","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Straight Outta Compton","title/tt1398426","Andrea Berloff (screenplay/story), Jonathan Herman (screenplay), S. Leigh Savidge (story), Alan Wenkus (story)","88-2016","name/nm0921023","Alan Wenkus","Best Writing, Original Screenplay"
"Best Writing, Adapted Screenplay","Winner","The Big Short","title/tt1596363","Charles Randolph, Adam McKay","88-2016","name/nm1017488","Charles Randolph","Best Writing, Adapted Screenplay"
"Best Writing, Adapted Screenplay","Winner","The Big Short","title/tt1596363","Charles Randolph, Adam McKay","88-2016","name/nm0570912","Adam McKay","Best Writing, Adapted Screenplay"
"Best Writing, Adapted Screenplay",NA,"Brooklyn","title/tt2381111","Nick Hornby","88-2016","name/nm0394984","Nick Hornby","Best Writing, Adapted Screenplay"
"Best Writing, Adapted Screenplay",NA,"Carol","title/tt2402927","Phyllis Nagy","88-2016","name/nm0619507","Phyllis Nagy","Best Writing, Adapted Screenplay"
"Best Writing, Adapted Screenplay",NA,"Room","title/tt3170832","Emma Donoghue","88-2016","name/nm1480980","Emma Donoghue","Best Writing, Adapted Screenplay"
"Best Writing, Adapted Screenplay",NA,"The Martian","title/tt3659388","Drew Goddard","88-2016","name/nm1206844","Drew Goddard","Best Writing, Adapted Screenplay"
"Best Achievement in Cinematography","Winner","The Revenant","title/tt1663202","Emmanuel Lubezki","88-2016","name/nm0523881","Emmanuel Lubezki","Best Achievement in Cinematography"
"Best Achievement in Cinematography",NA,"Carol","title/tt2402927","Edward Lachman","88-2016","name/nm0005767","Edward Lachman","Best Achievement in Cinematography"
"Best Achievement in Cinematography",NA,"Mad Max: Fury Road","title/tt1392190","John Seale","88-2016","name/nm0005868","John Seale","Best Achievement in Cinematography"
"Best Achievement in Cinematography",NA,"Sicario","title/tt3397884","Roger Deakins","88-2016","name/nm0005683","Roger Deakins","Best Achievement in Cinematography"
"Best Achievement in Cinematography",NA,"The Hateful Eight","title/tt3460252","Robert Richardson","88-2016","name/nm0724744","Robert Richardson","Best Achievement in Cinematography"
"Best Achievement in Film Editing","Winner","Mad Max: Fury Road","title/tt1392190","Margaret Sixel","88-2016","name/nm0803459","Margaret Sixel","Best Achievement in Film Editing"
"Best Achievement in Film Editing",NA,"Spotlight","title/tt1895587","Tom McArdle","88-2016","name/nm0002500","Tom McArdle","Best Achievement in Film Editing"
"Best Achievement in Film Editing",NA,"Star Wars: Episode VII - The Force Awakens","title/tt2488496","Maryann Brandon, Mary Jo Markey","88-2016","name/nm0104783","Maryann Brandon","Best Achievement in Film Editing"
"Best Achievement in Film Editing",NA,"Star Wars: Episode VII - The Force Awakens","title/tt2488496","Maryann Brandon, Mary Jo Markey","88-2016","name/nm0548407","Mary Jo Markey","Best Achievement in Film Editing"
"Best Achievement in Film Editing",NA,"The Big Short","title/tt1596363","Hank Corwin","88-2016","name/nm0181650","Hank Corwin","Best Achievement in Film Editing"
"Best Achievement in Film Editing",NA,"The Revenant","title/tt1663202","Stephen Mirrione","88-2016","name/nm0592537","Stephen Mirrione","Best Achievement in Film Editing"
"Best Achievement in Production Design","Winner","Mad Max: Fury Road","title/tt1392190","Colin Gibson (production design), Lisa Thompson (set decoration)","88-2016","name/nm0316904","Colin Gibson","Best Achievement in Production Design"
"Best Achievement in Production Design","Winner","Mad Max: Fury Road","title/tt1392190","Colin Gibson (production design), Lisa Thompson (set decoration)","88-2016","name/nm0860424","Lisa Thompson","Best Achievement in Production Design"
"Best Achievement in Production Design",NA,"Bridge of Spies","title/tt3682448","Adam Stockhausen (production design), Rena DeAngelo (set decoration), Bernhard Henrich (set decoration)","88-2016","name/nm1360914","Adam Stockhausen","Best Achievement in Production Design"
"Best Achievement in Production Design",NA,"Bridge of Spies","title/tt3682448","Adam Stockhausen (production design), Rena DeAngelo (set decoration), Bernhard Henrich (set decoration)","88-2016","name/nm0213076","Rena DeAngelo","Best Achievement in Production Design"
"Best Achievement in Production Design",NA,"Bridge of Spies","title/tt3682448","Adam Stockhausen (production design), Rena DeAngelo (set decoration), Bernhard Henrich (set decoration)","88-2016","name/nm0377520","Bernhard Henrich","Best Achievement in Production Design"
"Best Achievement in Production Design",NA,"The Danish Girl","title/tt0810819","Eve Stewart (production design), Michael Standish (set decoration)","88-2016","name/nm0829378","Eve Stewart","Best Achievement in Production Design"
"Best Achievement in Production Design",NA,"The Danish Girl","title/tt0810819","Eve Stewart (production design), Michael Standish (set decoration)","88-2016","name/nm0822086","Michael Standish","Best Achievement in Production Design"
"Best Achievement in Production Design",NA,"The Martian","title/tt3659388","Arthur Max (production design), Celia Bobak (set decoration)","88-2016","name/nm0561480","Arthur Max","Best Achievement in Production Design"
"Best Achievement in Production Design",NA,"The Martian","title/tt3659388","Arthur Max (production design), Celia Bobak (set decoration)","88-2016","name/nm0090278","Celia Bobak","Best Achievement in Production Design"
