"ItemYear","year_ceremony","ceremony","Award","AwardRecipient","ItemTitle","IMDBid","ItemRuntime"
1943,1944,16,"ART DIRECTION (Color)","Art Direction:  John B. Goodman, Alexander Golitzen;  Interior Decoration:  Russell A. Gausman, Ira S. Webb","Phantom of the Opera","tt0036261","92 min"
1943,1944,16,"CINEMATOGRAPHY (Black-and-White)","Arthur Miller","The Song of Bernadette","tt0036377","156 min"
1943,1944,16,"CINEMATOGRAPHY (Color)","Hal Mohr, W. Howard Greene","Phantom of the Opera","tt0036261","92 min"
1942,1944,16,"DIRECTING","Michael Curtiz","Casablanca","tt0034583","102 min"
1943,1944,16,"DOCUMENTARY (Feature)","British Ministry of Information","Desert Victory","tt0035796","62 min"
1943,1944,16,"DOCUMENTARY (Short Subject)","United States Navy","December 7th","tt0035790","82 min"
1943,1944,16,"FILM EDITING","George Amy","Air Force","tt0035616","124 min"
1943,1944,16,"MUSIC (Music Score of a Dramatic or Comedy Picture)","Alfred Newman","The Song of Bernadette","tt0036377","156 min"
1943,1944,16,"MUSIC (Scoring of a Musical Picture)","Ray Heindorf","This Is the Army","tt0036430","121 min"
1943,1944,16,"MUSIC (Song)","Music by Harry Warren; Lyrics by Mack Gordon","Hello Frisco, Hello","tt0035982","99 min"
1942,1944,16,"OUTSTANDING MOTION PICTURE","Warner Bros.","Casablanca","tt0034583","102 min"
1943,1944,16,"SHORT SUBJECT (Cartoon)","Frederick Quimby, Producer","The Yankee Doodle Mouse","tt0036547","8 min"
1943,1944,16,"SHORT SUBJECT (One-reel)","Grantland Rice, Producer","Amphibious Fighters","tt0035634","10 min"
1943,1944,16,"SHORT SUBJECT (Two-reel)","Jerry Bresler and Sam Coslow, Producers","Heavenly Music","tt0035981","22 min"
1943,1944,16,"SOUND RECORDING","RKO Radio Studio Sound Department, Stephen Dunn, Sound Director","This Land Is Mine","tt0036431","103 min"
1943,1944,16,"SPECIAL EFFECTS","Photographic Effects by Fred Sersen; Sound Effects by Roger Heman","Crash Dive","tt0035763","106 min"
1943,1944,16,"WRITING (Original Motion Picture Story)","William Saroyan","The Human Comedy","tt0036022","117 min"
1943,1944,16,"WRITING (Original Screenplay)","Norman Krasna","Princess O'Rourke","tt0036277","94 min"
1942,1944,16,"WRITING (Screenplay)","Julius J. Epstein, Philip G. Epstein, Howard Koch","Casablanca","tt0034583","102 min"
1944,1945,17,"ACTOR","Bing Crosby","Going My Way","tt0036872","126 min"
1944,1945,17,"ACTOR IN A SUPPORTING ROLE","Barry Fitzgerald","Going My Way","tt0036872","126 min"
1944,1945,17,"ACTRESS","Ingrid Bergman","Gaslight","tt0036855","114 min"
1944,1945,17,"ACTRESS IN A SUPPORTING ROLE","Ethel Barrymore","None But the Lonely Heart","tt0037135","113 min"
1944,1945,17,"ART DIRECTION (Black-and-White)","Art Direction:  Cedric Gibbons, William Ferrari;  Interior Decoration:  Edwin B. Willis, Paul Huldschinsky","Gaslight","tt0036855","114 min"
1944,1945,17,"ART DIRECTION (Color)","Art Direction:  Wiard Ihnen;  Interior Decoration:  Thomas Little","Wilson","tt0037465","154 min"
1944,1945,17,"BEST MOTION PICTURE","Paramount","Going My Way","tt0036872","126 min"
1944,1945,17,"CINEMATOGRAPHY (Black-and-White)","Joseph LaShelle","Laura","tt0037008","88 min"
1944,1945,17,"CINEMATOGRAPHY (Color)","Leon Shamroy","Wilson","tt0037465","154 min"
1944,1945,17,"DIRECTING","Leo McCarey","Going My Way","tt0036872","126 min"
1944,1945,17,"DOCUMENTARY (Feature)","United States Navy","The Fighting Lady","tt0036823","61 min"
1944,1945,17,"DOCUMENTARY (Short Subject)","United States Marine Corps","With the Marines at Tarawa","tt0037468","18 min"
1944,1945,17,"FILM EDITING","Barbara McLean","Wilson","tt0037465","154 min"
1944,1945,17,"MUSIC (Music Score of a Dramatic or Comedy Picture)","Max Steiner","Since You Went Away","tt0037280","177 min"
1944,1945,17,"MUSIC (Scoring of a Musical Picture)","Morris Stoloff, Carmen Dragon","Cover Girl","tt0036723","107 min"
1944,1945,17,"MUSIC (Song)","Music by James Van Heusen; Lyrics by Johnny Burke","Going My Way","tt0036872","126 min"
1944,1945,17,"SHORT SUBJECT (Cartoon)","Frederick C. Quimby, Producer","Mouse Trouble","tt0037090","7 min"
1944,1945,17,"SHORT SUBJECT (One-reel)","Jerry Fairbanks, Producer","Who's Who in Animal Land","tt0037463","10 min"
1944,1945,17,"SHORT SUBJECT (Two-reel)","Gordon Hollingshead, Producer","I Won't Play","tt0036939","18 min"
1944,1945,17,"SOUND RECORDING","20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director","Wilson","tt0037465","154 min"
1944,1945,17,"SPECIAL EFFECTS","Photographic Effects by A. Arnold Gillespie, Donald Jahraus, Warren Newcombe; Sound Effects by Douglas Shearer","Thirty Seconds Over Tokyo","tt0037366","138 min"
1944,1945,17,"WRITING (Original Motion Picture Story)","Leo McCarey","Going My Way","tt0036872","126 min"
1944,1945,17,"WRITING (Original Screenplay)","Lamar Trotti","Wilson","tt0037465","154 min"
1944,1945,17,"WRITING (Screenplay)","Frank Butler, Frank Cavett","Going My Way","tt0036872","126 min"
1945,1946,18,"ACTOR","Ray Milland","The Lost Weekend","tt0037884","101 min"
1945,1946,18,"ACTOR IN A SUPPORTING ROLE","James Dunn","A Tree Grows in Brooklyn","tt0038190","129 min"
1945,1946,18,"ACTRESS","Joan Crawford","Mildred Pierce","tt0037913","111 min"
1944,1946,18,"ACTRESS IN A SUPPORTING ROLE","Anne Revere","National Velvet","tt0037120","123 min"
1945,1946,18,"ART DIRECTION (Black-and-White)","Art Direction:  Wiard Ihnen;  Interior Decoration:  A. Roland Fields","Blood on the Sun","tt0037547","94 min"
1944,1946,18,"ART DIRECTION (Color)","Art Direction:  Hans Dreier, Ernst Fegte;  Interior Decoration:  Sam Comer","Frenchman's Creek","tt0036840","110 min"
1945,1946,18,"BEST MOTION PICTURE","Paramount","The Lost Weekend","tt0037884","101 min"
1945,1946,18,"CINEMATOGRAPHY (Black-and-White)","Harry Stradling","The Picture of Dorian Gray","tt0037988","110 min"
1945,1946,18,"CINEMATOGRAPHY (Color)","Leon Shamroy","Leave Her to Heaven","tt0037865","110 min"
1945,1946,18,"DIRECTING","Billy Wilder","The Lost Weekend","tt0037884","101 min"
1945,1946,18,"DOCUMENTARY (Feature)","The Governments of Great Britain and the United States of America","The True Glory","tt0038192","87 min"
1945,1946,18,"DOCUMENTARY (Short Subject)","Gordon Hollingshead, Producer","Hitler Lives","tt0037783","17 min"
1944,1946,18,"FILM EDITING","Robert J. Kern","National Velvet","tt0037120","123 min"
1945,1946,18,"MUSIC (Music Score of a Dramatic or Comedy Picture)","Miklos Rozsa","Spellbound","tt0038109","111 min"
1945,1946,18,"MUSIC (Scoring of a Musical Picture)","Georgie Stoll","Anchors Aweigh","tt0037514","140 min"
1945,1946,18,"MUSIC (Song)","Music by Richard Rodgers; Lyrics by Oscar Hammerstein II","State Fair","tt0038116","100 min"
1945,1946,18,"SHORT SUBJECT (Cartoon)","Frederick Quimby, Producer","Quiet Please!","tt0038011","7 min"
1945,1946,18,"SHORT SUBJECT (One-reel)","Herbert Moulton, Producer;  Jerry Bresler, Executive Producer","Stairway to Light","tt0038114","10 min"
1945,1946,18,"SHORT SUBJECT (Two-reel)","Gordon Hollingshead, Producer","Star in the Night","tt0038115","22 min"
1945,1946,18,"SOUND RECORDING","RKO Radio Studio Sound Department, Stephen Dunn, Sound Director","The Bells of St. Mary's","tt0037536","126 min"
1945,1946,18,"SPECIAL EFFECTS","Photographic Effects by John Fulton; Sound Effects by Arthur W. Johns","Wonder Man","tt0038260","98 min"
1945,1946,18,"WRITING (Original Motion Picture Story)","Charles G. Booth","The House on 92nd Street","tt0037795","88 min"
1944,1946,18,"WRITING (Original Screenplay)","Richard Schweizer","Marie-Louise","tt0037899","93 min"
1945,1946,18,"WRITING (Screenplay)","Charles Brackett, Billy Wilder","The Lost Weekend","tt0037884","101 min"
1946,1947,19,"ACTOR","Fredric March","The Best Years of Our Lives","tt0036868","170 min"
1946,1947,19,"ACTOR IN A SUPPORTING ROLE","Harold Russell","The Best Years of Our Lives","tt0036868","170 min"
1946,1947,19,"ACTRESS","Olivia de Havilland","To Each His Own","tt0039040","122 min"
1946,1947,19,"ACTRESS IN A SUPPORTING ROLE","Anne Baxter","The Razor's Edge","tt0038873","145 min"
1946,1947,19,"ART DIRECTION (Black-and-White)","Art Direction:  Lyle Wheeler, William Darling;  Interior Decoration:  Thomas Little, Frank E. Hughes","Anna and the King of Siam","tt0038303","128 min"
1946,1947,19,"ART DIRECTION (Color)","Art Direction:  Cedric Gibbons, Paul Groesse;  Interior Decoration:  Edwin B. Willis","The Yearling","tt0039111","128 min"
1946,1947,19,"BEST MOTION PICTURE","Samuel Goldwyn Productions","The Best Years of Our Lives","tt0036868","170 min"
1946,1947,19,"CINEMATOGRAPHY (Black-and-White)","Arthur Miller","Anna and the King of Siam","tt0038303","128 min"
1946,1947,19,"CINEMATOGRAPHY (Color)","Charles Rosher, Leonard Smith, Arthur Arling","The Yearling","tt0039111","128 min"
1946,1947,19,"DIRECTING","William Wyler","The Best Years of Our Lives","tt0036868","170 min"
1946,1947,19,"DOCUMENTARY (Short Subject)","United States Department of War","Seeds of Destiny","tt0038919","20 min"
1946,1947,19,"FILM EDITING","Daniel Mandell","The Best Years of Our Lives","tt0036868","170 min"
1946,1947,19,"MUSIC (Music Score of a Dramatic or Comedy Picture)","Hugo Friedhofer","The Best Years of Our Lives","tt0036868","170 min"
1946,1947,19,"MUSIC (Scoring of a Musical Picture)","Morris Stoloff","The Jolson Story","tt0038661","128 min"
1946,1947,19,"MUSIC (Song)","Music by Harry Warren; Lyrics by Johnny Mercer","The Harvey Girls","tt0038589","102 min"
1947,1947,19,"SHORT SUBJECT (Cartoon)","Frederick Quimby, Producer","The Cat Concerto","tt0039251","8 min"
1946,1947,19,"SHORT SUBJECT (One-reel)","Gordon Hollingshead, Producer","Facing Your Danger","tt0038515","10 min"
1946,1947,19,"SHORT SUBJECT (Two-reel)","Gordon Hollingshead, Producer","A Boy and His Dog","tt0038379","21 min"
1946,1947,19,"SOUND RECORDING","Columbia Studio Sound Department, John Livadary, Sound Director","The Jolson Story","tt0038661","128 min"
1945,1947,19,"SPECIAL EFFECTS","Special Visual Effects by Thomas Howard","Blithe Spirit","tt0038363","96 min"
1945,1947,19,"WRITING (Original Motion Picture Story)","Clemence Dane","Vacation from Marriage","tt0037980","102 min"
1945,1947,19,"WRITING (Original Screenplay)","Muriel Box, Sydney Box","The Seventh Veil","tt0038924","94 min"
1946,1947,19,"WRITING (Screenplay)","Robert E. Sherwood","The Best Years of Our Lives","tt0036868","170 min"
1947,1948,20,"ACTOR","Ronald Colman","A Double Life","tt0039335","104 min"
1947,1948,20,"ACTOR IN A SUPPORTING ROLE","Edmund Gwenn","Miracle on 34th Street","tt0039628","96 min"
1947,1948,20,"ACTRESS","Loretta Young","The Farmer's Daughter","tt0039370","97 min"
1947,1948,20,"ACTRESS IN A SUPPORTING ROLE","Celeste Holm","Gentleman's Agreement","tt0039416","118 min"
1946,1948,20,"ART DIRECTION (Black-and-White)","Art Direction:  John Bryan;  Set Decoration:  Wilfred Shingleton","Great Expectations","tt0038574","118 min"
1947,1948,20,"ART DIRECTION (Color)","Art Direction:  Alfred Junge;  Set Decoration:  Alfred Junge","Black Narcissus","tt0039192","101 min"
1947,1948,20,"BEST MOTION PICTURE","20th Century-Fox","Gentleman's Agreement","tt0039416","118 min"
1946,1948,20,"CINEMATOGRAPHY (Black-and-White)","Guy Green","Great Expectations","tt0038574","118 min"
1947,1948,20,"CINEMATOGRAPHY (Color)","Jack Cardiff","Black Narcissus","tt0039192","101 min"
1947,1948,20,"DIRECTING","Elia Kazan","Gentleman's Agreement","tt0039416","118 min"
1947,1948,20,"DOCUMENTARY (Feature)","Sid Rogell, Executive Producer;  Theron Warth and Richard O. Fleischer, Producers","Design for Death","tt0040285","48 min"
1947,1948,20,"DOCUMENTARY (Short Subject)","United Nations Division of Films and Visual Information","First Steps","tt0039384","10 min"
1947,1948,20,"FILM EDITING","Francis Lyon, Robert Parrish","Body and Soul","tt0039204","104 min"
1947,1948,20,"MUSIC (Music Score of a Dramatic or Comedy Picture)","Dr. Miklos Rozsa","A Double Life","tt0039335","104 min"
1947,1948,20,"MUSIC (Scoring of a Musical Picture)","Alfred Newman","Mother Wore Tights","tt0039634","107 min"
1946,1948,20,"MUSIC (Song)","Music by Allie Wrubel; Lyrics by Ray Gilbert","Song of the South","tt0038969","94 min"
1947,1948,20,"SHORT SUBJECT (Cartoon)","Edward Selzer, Producer","Tweetie Pie","tt0039923","7 min"
1948,1948,20,"SHORT SUBJECT (One-reel)","Herbert Moulton, Producer","Goodbye, Miss Turlock","tt0039432","11 min"
1947,1948,20,"SHORT SUBJECT (Two-reel)","Irving Allen, Producer","Climbing the Matterhorn","tt0039267","21 min"
1947,1948,20,"SOUND RECORDING","Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director","The Bishop's Wife","tt0039190","109 min"
1947,1948,20,"SPECIAL EFFECTS","Special Visual Effects by A. Arnold Gillespie, Warren Newcombe; Special Audible Effects by Douglas Shearer, Michael Steinore","Green Dolphin Street","tt0039437","141 min"
1947,1948,20,"WRITING (Motion Picture Story)","Valentine Davies","Miracle on 34th Street","tt0039628","96 min"
1947,1948,20,"WRITING (Original Screenplay)","Sidney Sheldon","The Bachelor and the Bobby-Soxer","tt0039169","95 min"
1947,1948,20,"WRITING (Screenplay)","George Seaton","Miracle on 34th Street","tt0039628","96 min"
1948,1949,21,"ACTOR","Laurence Olivier","Hamlet","tt0040416","154 min"
1948,1949,21,"ACTOR IN A SUPPORTING ROLE","Walter Huston","The Treasure of the Sierra Madre","tt0040897","126 min"
1948,1949,21,"ACTRESS","Jane Wyman","Johnny Belinda","tt0040495","102 min"
1948,1949,21,"ACTRESS IN A SUPPORTING ROLE","Claire Trevor","Key Largo","tt0040506","100 min"
1948,1949,21,"ART DIRECTION (Black-and-White)","Art Direction:  Roger K. Furse;  Set Decoration:  Carmen Dillon","Hamlet","tt0040416","154 min"
1948,1949,21,"ART DIRECTION (Color)","Art Direction:  Hein Heckroth;  Set Decoration:  Arthur Lawson","The Red Shoes","tt0040725","135 min"
1948,1949,21,"BEST MOTION PICTURE","J. Arthur Rank-Two Cities Films","Hamlet","tt0040416","154 min"
1948,1949,21,"CINEMATOGRAPHY (Black-and-White)","William Daniels","The Naked City","tt0040636","96 min"
1948,1949,21,"CINEMATOGRAPHY (Color)","Joseph Valentine, William V. Skall, Winton Hoch","Joan of Arc","tt0040491","145 min"
1948,1949,21,"COSTUME DESIGN (Black-and-White)","Roger K. Furse","Hamlet","tt0040416","154 min"
1948,1949,21,"COSTUME DESIGN (Color)","Dorothy Jeakins, Karinska","Joan of Arc","tt0040491","145 min"
1948,1949,21,"DIRECTING","John Huston","The Treasure of the Sierra Madre","tt0040897","126 min"
1948,1949,21,"DOCUMENTARY (Feature)","Orville O. Dull, Producer","The Secret Land","tt0040767","71 min"
1948,1949,21,"DOCUMENTARY (Short Subject)","United States Army","Toward Independence","tt0040893","30 min"
1948,1949,21,"FILM EDITING","Paul Weatherwax","The Naked City","tt0040636","96 min"
1948,1949,21,"MUSIC (Music Score of a Dramatic or Comedy Picture)","Brian Easdale","The Red Shoes","tt0040725","135 min"
1948,1949,21,"MUSIC (Scoring of a Musical Picture)","Johnny Green, Roger Edens","Easter Parade","tt0040308","103 min"
1948,1949,21,"MUSIC (Song)","Music and Lyrics by Jay Livingston and Ray Evans","The Paleface","tt0040679","91 min"
1948,1949,21,"SHORT SUBJECT (Cartoon)","Fred Quimby, Producer","The Little Orphan","tt0041592","8 min"
1947,1949,21,"SHORT SUBJECT (One-reel)","Edmund H. Reek, Producer","Människor i stad - En kortfilm från Stockholm","tt0039648","20 min"
1948,1949,21,"SHORT SUBJECT (Two-reel)","Walt Disney, Producer","Seal Island","tt0040763","27 min"
1948,1949,21,"SOUND RECORDING","20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director","The Snake Pit","tt0040806","108 min"
1948,1949,21,"SPECIAL EFFECTS","Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart","Portrait of Jennie","tt0040705","86 min"
1948,1949,21,"WRITING (Motion Picture Story)","Richard Schweizer, David Wechsler","The Search","tt0040765","104 min"
1948,1949,21,"WRITING (Screenplay)","John Huston","The Treasure of the Sierra Madre","tt0040897","126 min"
1949,1950,22,"ACTOR","Broderick Crawford","All the King's Men","tt0041113","110 min"
1949,1950,22,"ACTOR IN A SUPPORTING ROLE","Dean Jagger","Twelve O'Clock High","tt0041996","132 min"
1949,1950,22,"ACTRESS","Olivia de Havilland","The Heiress","tt0041452","115 min"
1949,1950,22,"ACTRESS IN A SUPPORTING ROLE","Mercedes McCambridge","All the King's Men","tt0041113","110 min"
1949,1950,22,"ART DIRECTION (Black-and-White)","Art Direction:  Harry Horner, John Meehan;  Set Decoration:  Emile Kuri","The Heiress","tt0041452","115 min"
1949,1950,22,"ART DIRECTION (Color)","Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Jack D. Moore","Little Women","tt0041594","122 min"
1949,1950,22,"BEST MOTION PICTURE","Robert Rossen Productions","All the King's Men","tt0041113","110 min"
1949,1950,22,"CINEMATOGRAPHY (Black-and-White)","Paul C. Vogel","Battleground","tt0041163","118 min"
1949,1950,22,"CINEMATOGRAPHY (Color)","Winton Hoch","She Wore a Yellow Ribbon","tt0041866","104 min"
1949,1950,22,"COSTUME DESIGN (Black-and-White)","Edith Head, Gile Steele","The Heiress","tt0041452","115 min"
1948,1950,22,"COSTUME DESIGN (Color)","Leah Rhodes, Travilla, Marjorie Best","Adventures of Don Juan","tt0040076","110 min"
1949,1950,22,"DIRECTING","Joseph L. Mankiewicz","A Letter to Three Wives","tt0041587","103 min"
1949,1950,22,"DOCUMENTARY (Feature)","Crown Film Unit","Daybreak in Udi","tt0041283","47 min"
1949,1950,22,"DOCUMENTARY (Short Subject)","Richard de Rochemont, Producer","A Chance to Live","tt0041240","18 min"
1949,1950,22,"DOCUMENTARY (Short Subject)","Edward Selzer, Producer","So Much for So Little","tt0041891","10 min"
1949,1950,22,"FILM EDITING","Harry Gerstad","Champion","tt0041239","99 min"
1949,1950,22,"MUSIC (Music Score of a Dramatic or Comedy Picture)","Aaron Copland","The Heiress","tt0041452","115 min"
1949,1950,22,"MUSIC (Scoring of a Musical Picture)","Roger Edens, Lennie Hayton","On the Town","tt0041716","98 min"
1949,1950,22,"MUSIC (Song)","Music and Lyrics by Frank Loesser","Neptune's Daughter","tt0041687","95 min"
1949,1950,22,"SHORT SUBJECT (Cartoon)","Edward Selzer, Producer","For Scent-imental Reasons","tt0041380","7 min"
1950,1950,22,"SHORT SUBJECT (One-reel)","Jack Eaton, Producer","Aquatic House Party","tt0041130","9 min"
1948,1950,22,"SHORT SUBJECT (Two-reel)","Gaston Diehl and Robert Haessens, Producers","Van Gogh","tt0040930","20 min"
1949,1950,22,"SOUND RECORDING","20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director","Twelve O'Clock High","tt0041996","132 min"
1949,1950,22,"SPECIAL EFFECTS","ARKO Productions","Mighty Joe Young","tt0041650","94 min"
1949,1950,22,"WRITING (Motion Picture Story)","Douglas Morrow","The Stratton Story","tt0041928","106 min"
1949,1950,22,"WRITING (Screenplay)","Joseph L. Mankiewicz","A Letter to Three Wives","tt0041587","103 min"
1949,1950,22,"WRITING (Story and Screenplay)","Robert Pirosh","Battleground","tt0041163","118 min"
1950,1951,23,"ACTOR","José Ferrer","Cyrano de Bergerac","tt0042367","113 min"
1950,1951,23,"ACTOR IN A SUPPORTING ROLE","George Sanders","All About Eve","tt0042192","138 min"
1950,1951,23,"ACTRESS","Judy Holliday","Born Yesterday","tt0042276","103 min"
1950,1951,23,"ACTRESS IN A SUPPORTING ROLE","Josephine Hull","Harvey","tt0042546","104 min"
1950,1951,23,"ART DIRECTION (Black-and-White)","Art Direction:  Hans Dreier, John Meehan;  Set Decoration:  Sam Comer, Ray Moyer","Sunset Blvd.","tt0043014","110 min"
1949,1951,23,"ART DIRECTION (Color)","Art Direction:  Hans Dreier, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer","Samson and Delilah","tt0041838","134 min"
1950,1951,23,"BEST MOTION PICTURE","20th Century-Fox","All About Eve","tt0042192","138 min"
